subject,stage,cca_corr1,cca_corr2,Xc1_mean,Xc1_std,Xc1_25p,Xc1_median,Xc1_75p,Xc2_mean,Xc2_std,Xc2_25p,Xc2_median,Xc2_75p,Yc1_mean,Yc1_std,Yc1_25p,Yc1_median,Yc1_75p,Yc2_mean,Yc2_std,Yc2_25p,Yc2_median,Yc2_75p
apples-150141.edf,N1,0.9361868077415603,0.6173492338924577,3.3322004159784007e-18,1.3592784008130028,-0.40923178204475363,-0.0014737741477769942,0.39223706892734567,5.357655570788801e-18,0.9158515742900569,-0.38325861794717275,-0.009410389671923699,0.36444596932632417,-1.0453962089344003e-18,0.9892931646408676,-0.3197108642769943,-0.006591474526905155,0.3089209181016269,-6.468389042781602e-18,1.0067200640164995,-0.47296825254316655,-0.008566806530447762,0.46508511909164274
apples-150141.edf,N2,0.9339505372073968,0.5841590910092651,4.5517076555209396e-18,1.30477527822104,-0.4941677121903372,0.02827908658893952,0.5452918459757552,6.973110274591673e-18,0.8648459747811702,-0.46082929029660474,-0.018131006541678915,0.42665594283811803,1.0631677619799637e-17,0.9700365357697986,-0.3687172680161285,0.02000016592942341,0.41078944552499697,1.1723293554626606e-17,1.0222981480630668,-0.5283623921914908,-0.006050567182426482,0.5245276951695242
apples-150141.edf,N3,0.8960876505217386,0.4982471661943943,7.579122514774402e-18,1.1234093797323326,-0.7109565167700864,-0.00765901845617608,0.702584517717823,-2.5017025488220194e-17,0.4715626410755673,-0.2994516762760265,-0.0057480753934133,0.2876887962684165,-2.5579538487363606e-17,0.9039040257123863,-0.5673880022971057,0.0067876247074148115,0.5734841027232634,-1.6224059133188955e-17,1.0868385388286934,-0.700354098826299,-0.035023234583493476,0.6568091696161098
apples-150141.edf,R,0.9063337650579879,0.5453264903585024,-1.8111873656630006e-17,1.1031491646068723,-0.3725367485943065,0.04225275761245249,0.4654843521365046,7.523393672754001e-18,0.2832307644837932,-0.1531019548750373,-0.0017048482408776422,0.14962618210173545,1.6254245589283338e-17,0.8690634975253378,-0.28092498965430646,0.03215618539038901,0.3610312810322188,1.3061447348531253e-17,1.0280519431090032,-0.3559147293180764,-0.0012823521740311689,0.3507027122217027
apples-170368.edf,W,0.4498559652081396,0.24331050208671595,1.0862934055480228e-17,1.00726881308823,-0.38514855911856605,0.00048419450886518395,0.38505129998548393,1.0061570067780867e-17,0.8305982288502904,-0.3345328465747688,0.00151897389041613,0.3465678198661179,1.6597138589684545e-17,1.1289042717449451,-0.3970990211394695,-0.0006983239843272912,0.4010173834853342,1.0328691397013988e-17,0.8478647465450843,-0.27280980306519276,0.0018153181197118717,0.27585722825404624
apples-170368.edf,N1,0.652061019384676,0.4830181109087744,2.2253803738042028e-17,0.9556802947642766,-0.5401137620337861,-0.003327696020805032,0.538673090686533,4.194175870806147e-19,0.8751123239520108,-0.5163344948225067,0.0052825935454759625,0.5252543720601122,1.648064400999121e-17,1.081907966900804,-0.5617052334725677,-2.1505051143168952e-05,0.5666721355713952,-1.282924384011292e-18,0.9107499124042682,-0.49322283346039986,0.008523819703016943,0.5015697124839855
apples-170368.edf,N2,0.7903806884442075,0.5273095207172832,4.5006410624865e-18,0.9486838996863837,-0.5510248086244813,0.0031797781957595547,0.5554356762101832,2.1568704662226472e-17,0.8663433077553963,-0.5143236481426815,0.009410972821660177,0.5275442866726487,5.714417769075938e-18,0.9924075571084501,-0.5491362991157401,-9.625771705754154e-05,0.5500873102784005,-1.8260357532761455e-17,1.0075344022848152,-0.5322472532553262,0.013527635955101928,0.5512755421765966
apples-170368.edf,N3,0.8697626277493223,0.5891469392064186,-2.5146445772233642e-17,0.906983438325231,-0.5636582839062547,-0.003244025897125653,0.5569485021922573,-8.743059186686185e-18,0.8698718253878162,-0.5554857650351465,-0.01667150615192336,0.5337051463764174,-1.8271098919545433e-19,0.9364276584017529,-0.5761497726730158,-0.010550927179732744,0.5665413474837631,1.6545495132699476e-17,1.0596453270081296,-0.659895068674419,-0.034506239459862004,0.624800890025518
apples-170368.edf,R,0.5450362706753378,0.4002337232920761,-1.0888221541314297e-17,0.7184141339724369,-0.4218656909993078,-0.00126155532301154,0.4220483240031099,1.5395092608135503e-18,0.9470909966503421,-0.5873254208498353,-0.005132716275344626,0.5871417200204183,4.953497929298984e-18,1.0732180563518723,-0.4186439404996736,-0.009280179150414155,0.41012926849522724,-5.927956538341407e-18,0.6487233914139288,-0.35315568859245705,-0.003869117517497661,0.3498681116543096
apples-140009.edf,W,0.17684571640653657,0.06323370703608241,-9.110670512442181e-18,0.8179427789083665,-0.30559805032140686,-0.008242096023911735,0.29623550370300994,1.104625261475786e-17,0.7769615023706014,-0.25228544665344665,0.008461017790851469,0.260448105924766,-5.572884202040002e-19,0.7680780693309522,-0.21878429135564828,-0.0006998077967264502,0.2245338873827851,-8.180197882280145e-18,1.1836748666509311,-0.24367610163898204,0.009886498722911391,0.25132771362989426
apples-140009.edf,N1,0.5348812441278282,0.26228748754710846,3.739698609263685e-18,0.8640083087148825,-0.4974746266204789,-0.01461821369761028,0.4824397351748823,-6.689905289905037e-18,0.5303260743952983,-0.2937462562771536,0.017035862392030005,0.318331966857234,1.5789838572446672e-18,1.0028187201886523,-0.5871255723093036,-0.003876672286776641,0.5852020990996675,1.1551513481947828e-17,0.9971667868240532,-0.45699523343823756,0.016417014500281567,0.4537951930194681
apples-140009.edf,N2,0.6714692424449659,0.4689993778725233,7.185624054639388e-18,0.6927175653972073,-0.37945940372226517,0.0012538713665240738,0.3791689235601128,-1.857890148055943e-17,0.7770691288811424,-0.4071008503288754,0.035573664194317206,0.46118639662485333,5.752776400886891e-18,0.9327418539048308,-0.49891566549617217,0.0028613635925819566,0.5027732132144178,-4.982888109318385e-18,0.8924605923098086,-0.4828565199786708,0.03606091776283767,0.5222347291432747
