time_s,raw_uV,preproc_uV
5433.15,-10416666.666666657,-10496907.277669154
5433.16,-4289215.686274502,-5037123.159775799
5433.17,-612745.0980391984,-1153177.1291294321
5433.18,-3063725.490196077,-3131429.5347634023
5433.19,-3063725.490196077,-4385500.158531139
5433.2,-6740196.078431353,-6072639.855441283
5433.21,-6740196.078431353,-8590710.761540024
5433.22,-12867647.058823507,-11933115.090529572
5433.23,-10416666.666666657,-12266795.243234865
5433.24,-6740196.078431353,-5999583.03799869
5433.25,612745.0980392268,-974234.5092338329
5433.26,-3063725.490196077,-2569886.118854921
5433.27,-1838235.2941176237,-3288324.1381835723
5433.28,-612745.0980391984,-143444.79814663512
5433.29,612745.0980392268,-943732.7448060688
5433.3,-5514705.882352928,-4864096.644915957
5433.31,-1838235.2941176237,-3603284.3736301265
5433.32,-1838235.2941176237,-991643.3774125973
5433.33,-3063725.490196077,-4932829.438529529
5433.34,-11642156.862745082,-10866293.404159617
5433.35,-10416666.666666657,-12015699.146834275
5433.36,-10416666.666666657,-10096416.351423169
5433.37,-10416666.666666657,-11435632.566440392
5433.38,-16544117.647058811,-16799831.108726557
5433.39,-14093137.25490196,-14680148.06965701
5433.4,-4289215.686274502,-4745228.694706503
5433.41,-612745.0980391984,-1293684.183139999
5433.42,-1838235.2941176237,-2007611.2835384072
5433.43,612745.0980392268,-457616.40426188556
5433.44,-612745.0980391984,-415224.9880402743
5433.45,612745.0980392268,-707279.0507910341
5433.46,-612745.0980391984,-330070.9605901734
5433.47,-612745.0980391984,-1908586.6467612437
5433.48,-4289215.686274502,-4109362.0263189133
5433.49,1838235.294117652,712775.6512105954
5433.5,11642156.86274511,11565079.05063458
5433.51,10416666.666666687,9649144.054464113
5433.52,-3063725.490196077,-3625934.117378131
5433.53,-6740196.078431353,-6904777.1561220465
5433.54,-1838235.2941176237,-3010640.0959278396
5433.55,-612745.0980391984,-291432.00077213894
5433.56,3063725.490196077,1612646.7213160703
5433.57,-612745.0980391984,-283843.37616581144
5433.58,612745.0980392268,-654571.5197318129
5433.59,-612745.0980391984,-549350.5881056491
5433.6,-4289215.686274502,-5321615.105019869
5433.61,-4289215.686274502,-4331677.530031781
5433.62,4289215.686274531,3244506.393531929
5433.63,4289215.686274531,4270228.596274233
5433.64,-4289215.686274502,-5289059.875533495
5433.65,-15318627.450980386,-15525102.727118365
5433.66,-12867647.058823507,-13498989.811886746
5433.67,-3063725.490196077,-3757892.879507267
5433.68,3063725.490196077,2930407.242595324
5433.69,9191176.470588261,8026599.301460016
5433.7,11642156.86274511,11874865.225396426
5433.71,15318627.450980416,13892940.407717446
5433.72,16544117.64705884,16877226.347954847
5433.73,18995098.03921569,17630300.1889057
5433.74,12867647.058823535,12914581.1552045
5433.75,5514705.882352957,4681543.401270753
5433.76,612745.0980392268,-41956.25446080209
5433.77,3063725.490196077,2993535.4356714482
5433.78,7965686.274509807,6654455.858590115
5433.79,10416666.666666687,10704911.728294095
5433.8,15318627.450980416,14005746.909731226
5433.81,7965686.274509807,7906351.436770155
5433.82,4289215.686274531,3558785.0076640593
5433.83,5514705.882352957,4848345.458032701
5433.84,3063725.490196077,2818160.5689996826
5433.85,7965686.274509807,6991196.6838066755
5433.86,12867647.058823535,12717317.279691955
5433.87,9191176.470588261,8208205.642754018
5433.88,5514705.882352957,5343368.5745258415
5433.89,7965686.274509807,6983256.035927411
5433.9,6740196.078431382,6563978.792330819
5433.91,5514705.882352957,4623873.157129906
5433.92,612745.0980392268,212551.43427374223
5433.93,-1838235.2941176237,-2349052.7446995853
5433.94,1838235.294117652,954188.2325509272
5433.95,1838235.294117652,1737474.9218460135
5433.96,-3063725.490196077,-4191190.704850194
5433.97,-6740196.078431353,-6848483.320500094
5433.98,-3063725.490196077,-3928120.2991274013
5433.99,-1838235.2941176237,-2352789.5517991777
5434.0,3063725.490196077,2588429.290222818
5434.01,12867647.058823535,12066404.61855445
5434.02,18995098.03921569,18571080.640782766
5434.03,20220588.235294145,19563863.51559595
5434.04,9191176.470588261,8460064.549401138
5434.05,-9191176.470588231,-9434691.460097771
5434.06,-17769607.84313724,-18872196.978025373
5434.07,-25122549.019607846,-25062493.67491052
5434.08,-25122549.019607846,-26390743.316088244
5434.09,-12867647.058823507,-12831193.92277843
5434.1,-612745.0980391984,-1689703.4583343524
5434.11,-3063725.490196077,-3435584.8263907568
5434.12,-7965686.274509807,-8504775.447607841
5434.13,-16544117.647058811,-17546601.500421494
5434.14,-22671568.627450965,-22538048.5269321
5434.15,-12867647.058823507,-14491752.899734868
5434.16,-7965686.274509807,-7359312.499881094
5434.17,-3063725.490196077,-4983877.871106943
5434.18,-5514705.882352928,-4870909.438999094
5434.19,-11642156.862745082,-13332447.07033897
5434.2,-16544117.647058811,-16362467.67500834
5434.21,-6740196.078431353,-7769181.69654923
5434.22,-5514705.882352928,-6086384.659567853
5434.23,-4289215.686274502,-4614061.730489813
5434.24,5514705.882352957,4367876.198215585
5434.25,3063725.490196077,3034914.943814022
5434.26,-3063725.490196077,-4253434.94853201
5434.27,-1838235.2941176237,-2060585.679250824
5434.28,3063725.490196077,2180654.061927627
