time_s,raw_uV,preproc_uV
5433.06,-6740196.078431353,-7223119.557664498
5433.07,-9191176.470588231,-9549356.803591717
5433.08,-12867647.058823507,-12815383.833752729
5433.09,-14093137.25490196,-14833839.333202725
5433.1,-16544117.647058811,-16423017.56801194
5433.11,-15318627.450980386,-15828251.92157411
5433.12,-11642156.862745082,-11969163.29230953
5433.13,-9191176.470588231,-9233459.493749427
5433.14,-12867647.058823507,-13558528.457153829
5433.15,-17769607.84313724,-17697660.373548366
5433.16,-10416666.666666657,-10955395.995044386
5433.17,-4289215.686274502,-4596328.505289451
5433.18,-6740196.078431353,-6862327.139513044
5433.19,-7965686.274509807,-8580907.588974426
5433.2,-10416666.666666657,-10470200.39103511
5433.21,-20220588.235294115,-20674161.282855935
5433.22,-31249999.999999985,-31590874.097330026
5433.23,-30024509.80392156,-30246602.270059418
5433.24,-26348039.21568627,-26693583.7058453
5433.25,-28799019.60784312,-29358745.03118052
5433.26,-31249999.999999985,-30991586.786416065
5433.27,-34926470.58823529,-36204168.46829883
5433.28,-39828431.372549005,-38995724.60793067
5433.29,-31249999.999999985,-32829819.727176458
5433.3,-33700980.39215685,-32920525.718447465
5433.31,-31249999.999999985,-32548566.181530617
5433.32,-25122549.019607846,-24716645.619534325
5433.33,-21446078.431372542,-22507989.159765616
5433.34,-22671568.627450965,-22389654.94026906
5433.35,-17769607.84313724,-18862606.453643713
5433.36,-10416666.666666657,-10145013.01830711
5433.37,1838235.294117652,883352.1214336768
5433.38,612745.0980392268,503589.1162466548
5433.39,-1838235.2941176237,-2317101.5905644633
5433.4,7965686.274509807,7390730.8980867155
5433.41,20220588.235294145,19911135.60403777
5433.42,23897058.82352942,23455272.206658054
5433.43,22671568.627450995,21840826.32060362
5433.44,25122549.019607846,25377991.89950668
5433.45,28799019.60784315,27267954.420940135
5433.46,18995098.03921569,19656045.378474537
5433.47,17769607.843137264,16214140.450882582
5433.48,22671568.627450995,22930067.406571183
5433.49,30024509.803921577,29130541.301064424
5433.5,27573529.411764726,27057080.276388112
5433.51,16544117.64705884,16283485.492482036
5433.52,612745.0980392268,-225587.65932620413
5433.53,-11642156.862745082,-11902562.368742242
5433.54,-7965686.274509807,-8536649.050876215
5433.55,612745.0980392268,-28570.98393201507
5433.56,1838235.294117652,1450951.6020349762
5433.57,-3063725.490196077,-3541981.7424506857
5433.58,-9191176.470588231,-10240691.561351545
5433.59,-15318627.450980386,-14721282.316035237
5433.6,-15318627.450980386,-17650918.836948473
5433.61,-17769607.84313724,-15995145.04056016
5433.62,-10416666.666666657,-13505367.877584465
5433.63,-20220588.235294115,-18405077.30799303
5433.64,-21446078.431372542,-23864956.980360292
5433.65,-25122549.019607846,-24581423.022189345
5433.66,-21446078.431372542,-22318364.07070659
5433.67,-20220588.235294115,-21202957.595670838
5433.68,-21446078.431372542,-21168687.876943372
5433.69,-12867647.058823507,-14527229.744165791
5433.7,-4289215.686274502,-3885948.3110309867
5433.71,7965686.274509807,6502941.60187385
5433.72,12867647.058823535,12789297.203674307
5433.73,7965686.274509807,7004191.751937286
5433.74,-1838235.2941176237,-2405841.2774918755
5433.75,-5514705.882352928,-6053654.944537838
5433.76,-6740196.078431353,-7675542.506063994
5433.77,-4289215.686274502,-4580394.681099733
5433.78,9191176.470588261,8066594.26418199
5433.79,22671568.627450995,22372894.8895778
5433.8,25122549.019607846,24079677.96187474
5433.81,14093137.25490196,13618163.526163638
5433.82,7965686.274509807,7084429.774530348
5433.83,7965686.274509807,7409921.824649002
5433.84,11642156.86274511,10700050.952503698
5433.85,18995098.03921569,18529356.537937466
5433.86,18995098.03921569,17935712.757622812
5433.87,9191176.470588261,8701189.70017478
5433.88,9191176.470588261,8246982.4598052455
5433.89,9191176.470588261,8545277.517462065
5433.9,6740196.078431382,5805316.087473264
5433.91,10416666.666666687,10053155.241645057
5433.92,15318627.450980416,13742886.771585742
5433.93,10416666.666666687,10879281.222339023
5433.94,7965686.274509807,5587194.318929258
5433.95,1838235.294117652,2707895.628183136
5433.96,-612745.0980391984,-2860889.7138961977
5433.97,-11642156.862745082,-11486560.538191596
5433.98,-5514705.882352928,-6682228.368281147
5433.99,1838235.294117652,900028.845437256
5434.0,1838235.294117652,1371326.6456883524
5434.01,11642156.86274511,10487531.684610875
5434.02,17769607.843137264,16925667.572917726
5434.03,11642156.86274511,11167451.353143219
5434.04,3063725.490196077,1481983.8714259719
5434.05,-12867647.058823507,-12764981.026221864
5434.06,-21446078.431372542,-23321264.24067003
5434.07,-26348039.21568627,-26215822.058809016
5434.08,-20220588.235294115,-22020529.414965373
5434.09,-10416666.666666657,-10403397.285232365
5434.1,-3063725.490196077,-4846896.860419454
5434.11,-612745.0980391984,-635573.1468827757
5434.12,10416666.666666687,8685767.459393783
5434.13,1838235.294117652,1556399.0540107859
5434.14,-12867647.058823507,-14124795.395728055
5434.15,-7965686.274509807,-8929017.4546412
5434.16,5514705.882352957,4985497.188328756
5434.17,10416666.666666687,8758121.27905983
5434.18,5514705.882352957,5379460.803268546
5434.19,-7965686.274509807,-9634118.975554021
5434.2,-22671568.627450965,-23172478.05830232
5434.21,-12867647.058823507,-13858102.01764213
5434.22,612745.0980392268,-678794.3433007398
5434.23,5514705.882352957,5138641.690408429
5434.24,12867647.058823535,11208664.76387113
5434.25,7965686.274509807,7550140.221210892
5434.26,1838235.294117652,485858.3311996787
5434.27,3063725.490196077,2202258.2686461876
5434.28,4289215.686274531,3295373.2156206677
5434.29,-1838235.2941176237,-2826500.2491182876
5434.3,-11642156.862745082,-12789570.254290232
5434.31,-15318627.450980386,-15943976.908453343
5434.32,-9191176.470588231,-10769202.740845308
5434.33,-7965686.274509807,-8266743.683162202
5434.34,-6740196.078431353,-8495545.5669995
5434.35,-10416666.666666657,-10764798.354012776
5434.36,-14093137.25490196,-15626918.363430075
5434.37,-12867647.058823507,-13579080.70858203
5434.38,-3063725.490196077,-4155401.806187454
5434.39,7965686.274509807,6686909.512144009
5434.4,16544117.64705884,16025573.496832933
5434.41,17769607.843137264,15894309.207641527
5434.42,10416666.666666687,10371307.868800446
5434.43,14093137.25490196,12007338.086967085
5434.44,14093137.25490196,13888950.776572209
5434.45,10416666.666666687,8837012.208801243
5434.46,11642156.86274511,10636534.736106714
5434.47,20220588.235294145,19519557.046802055
5434.48,16544117.64705884,14765919.50216812
5434.49,5514705.882352957,5258256.667108519
5434.5,11642156.86274511,9801092.208139181
5434.51,15318627.450980416,14725015.634300455
5434.52,17769607.843137264,16529413.182782665
5434.53,22671568.627450995,21312454.305469707
5434.54,16544117.64705884,16039138.113126392
5434.55,7965686.274509807,5992913.447428683
5434.56,7965686.274509807,7857307.152257366
5434.57,16544117.64705884,14445057.718010714
5434.58,16544117.64705884,16241930.4887649
5434.59,15318627.450980416,13690614.156398972
5434.6,14093137.25490196,13172563.943387762
5434.61,20220588.235294145,19180696.420973822
5434.62,18995098.03921569,17671415.143470578
5434.63,9191176.470588261,8184311.689983073
5434.64,9191176.470588261,8220241.861312484
5434.65,14093137.25490196,12467401.96768804
5434.66,14093137.25490196,13754756.176315304
5434.67,12867647.058823535,10862745.094172632
5434.68,5514705.882352957,5123234.2606007
5434.69,10416666.666666687,8887134.0601046
5434.7,14093137.25490196,12980898.97433582
5434.71,6740196.078431382,5880698.875033148
5434.72,-1838235.2941176237,-3279064.9287507273
5434.73,-5514705.882352928,-6460806.470878241
5434.74,612745.0980392268,-398808.8770700804
5434.75,3063725.490196077,1594183.806732843
5434.76,-612745.0980391984,-1337904.9612578994
5434.77,10416666.666666687,9125892.20786438
5434.78,20220588.235294145,18818276.894547153
5434.79,11642156.86274511,11331310.57169867
5434.8,1838235.294117652,-558914.6038920108
5434.81,-7965686.274509807,-7548462.290702953
5434.82,-10416666.666666657,-13026887.808407906
5434.83,-14093137.25490196,-13951609.868935244
5434.84,-3063725.490196077,-5042817.352887445
5434.85,-1838235.2941176237,-2462463.777994472
5434.86,-9191176.470588231,-10487475.381779099
5434.87,-9191176.470588231,-10298610.900396848
5434.88,-7965686.274509807,-8982362.098976417
5434.89,-10416666.666666657,-11710086.561801638
5434.9,-4289215.686274502,-5074346.003735973
5434.91,1838235.294117652,181101.4942462288
5434.92,-4289215.686274502,-4593687.647645504
5434.93,-3063725.490196077,-5244633.194710458
5434.94,-1838235.2941176237,-1647723.7253804624
5434.95,612745.0980392268,-1944065.577606696
5434.96,1838235.294117652,2316061.8943979754
5434.97,11642156.86274511,8862486.058233207
5434.98,-1838235.2941176237,-1109821.7321157015
5434.99,-7965686.274509807,-11003850.85926413
5435.0,612745.0980392268,1545776.4254391366
5435.01,12867647.058823535,9831215.268354721
5435.02,5514705.882352957,6090065.235266133
5435.03,12867647.058823535,10608941.695158925
5435.04,11642156.86274511,11100967.199882586
5435.05,3063725.490196077,2071958.7222980743
5435.06,-3063725.490196077,-4703054.318786871
5435.07,-9191176.470588231,-9430974.746120043
5435.08,-9191176.470588231,-11082012.67388133
