subject,stage,cca_corr1_compute_entropy,cca_corr1_mean,cca_corr1_std,cca_corr1_skew,cca_corr1_kurtosis,cca_corr2_compute_entropy,cca_corr2_mean,cca_corr2_std,cca_corr2_skew,cca_corr2_kurtosis
apples-160219,W,1.9004700576082882,0.7171412275146652,0.08525863562031986,0.07390079755443994,0.44127336025427644,2.189244537548595,0.5037228459364206,0.12083878917710192,-1.018056653502314,1.0614277883619287
apples-160287,N1,1.9014846608321152,0.7774320263166725,0.08812249481728847,0.1114177294167506,-0.8080354591184742,1.9942846070311326,0.5807493812465585,0.101851153591844,-0.7600850575679088,1.576789652929314
apples-160287,N2,1.5566636004640262,0.8405124144344133,0.06637405946830975,-1.151222732794034,0.6426891417324034,1.6624679401120184,0.7075195612404364,0.06738611612256296,-1.1759577887450525,3.5194909746713563
apples-160287,N3,0.9504483660122159,0.8726873373630318,0.04482127092019186,-3.9431052524599357,21.959282314035526,1.2128525428671115,0.7482326910418726,0.050342224227998694,-2.283861231447175,9.763298905309258
apples-160287,R,1.6842245372713507,0.8040271943363265,0.06693112319304936,-0.3697304851282818,0.8255238252278825,1.887912926346968,0.5900455232506097,0.09645598569497787,-1.2450431903471078,1.8960195902585442
apples-160287,W,2.0407047978918125,0.7390822832677454,0.1011438976779371,-0.2666070457832087,0.24492953919408622,2.642362827560475,0.4370073067044942,0.1980757651066398,-0.3443205815914464,-0.31569498023529396
apples-160288,N1,1.9726406883121899,0.6411243274980781,0.085367783347789,0.18914839837231082,0.1704952774524342,2.2072822236324003,0.35618593733236553,0.11263539828809048,0.40183332490806933,0.9718452271640525
apples-160288,N2,1.5184300245509679,0.7062967751013872,0.0554244306884502,-0.09704964707627385,0.9901087122344401,1.7120620948232461,0.45928505177727647,0.06898388595044172,-0.5841635213402318,2.009368657047486
apples-160288,R,1.671603860015466,0.6365715685493899,0.07734104966048938,1.1878602987145943,1.2761199534118814,2.0321970402335703,0.3503464192735537,0.09881885745470302,0.2827837339271572,-0.49124260745617176
apples-160288,W,2.0264379461282442,0.703223132466208,0.1316970138672311,-0.6992707642365239,-0.5723418591198155,2.340685100726918,0.22123248832825154,0.163465165112997,1.1346437321092424,1.4441285584259393
apples-160290,N1,1.104834786431202,0.8351872914693235,0.034349485630525235,-0.4032972216511833,0.15376254988744353,2.0235123316468915,0.4474995719519102,0.09641670853182809,-0.08539583896516267,0.7510983749367561
apples-160290,N2,1.050900912812958,0.8655079857313553,0.03473984420280997,-1.473661247997938,5.436780911437651,2.1202374480961517,0.557094990520984,0.10128284352723843,-0.564996724924562,0.35930362071957633
apples-160290,R,1.4034239194466556,0.8537032176805707,0.05435135792319235,-1.7711125352614117,6.04271166373551,2.244128296376788,0.5138747274735727,0.12153331325429365,0.042234622703129485,-0.6866264678553238
apples-160290,W,1.8468504116764537,0.7622308754045678,0.12386360143881181,-1.3571173862329415,0.8760905186985344,2.4001450543939997,0.3764255988789091,0.15572931675767518,-0.4902257015376716,-0.39044614468229977
apples-170366,N1,1.7694884153302295,0.7858322805400842,0.08921036448341585,-0.5007621207888812,-1.0642324784599373,1.8886318495044518,0.5670134053413636,0.10819528610982082,-0.9477549341064885,0.12458700729234184
apples-170366,N2,1.324287697342065,0.8714539509144114,0.055811777796841766,-1.9311439150898264,4.324780138349867,1.9637164714796238,0.6449729175553933,0.09050427719169293,-0.8963750816050272,1.258643846045187
apples-170366,N3,0.7704425846240767,0.9040341608084411,0.025573713650696404,-2.3570973233755885,10.656657835791384,1.3910200154716523,0.7154400970092527,0.05257163565944303,-1.359681713827611,3.3481685697558063
